emuIRN,curatorial_section,object_number,object_name,native_name,culture,provenience,material,period,date_made,date_made_early,date_made_late,accession_credit_line,creator,description,manufacture_locationlocus,culture_area,technique,iconography,measurement_height,measurement_length,measurement_width,measurement_outside_diameter,measurement_tickness,measurement_unit,other_numbers,url
312007,European,29-29-1322,Sherd,,Roman,Bohemia|Kladno|Velke Cicovice|Old Brickyard,Ceramic,Roman Period,200-299 AD,200,299,"University Museum / Harvard Peabody Museum Expedition to Central Europe (Bohemia); Vladimir J. Fewkes, 1929",,one sherd,,,,,,,,,,,,http://www.penn.museum/collections/object/312007
273673,European,29-29-1323,Sherd,,Roman,Bohemia|Kladno|Velke Cicovice|Old Brickyard,Ceramic,Roman Period,200-299 AD,200,299,"University Museum / Harvard Peabody Museum Expedition to Central Europe (Bohemia); Vladimir J. Fewkes, 1929",,one sherd,,,,,,,,,,,,http://www.penn.museum/collections/object/273673
64358,European,29-29-1325,Sherd,,Roman,Bohemia|Kladno|Velke Cicovice|Old Brickyard,Ceramic,Roman Period,200-299 AD,200,299,"University Museum / Harvard Peabody Museum Expedition to Central Europe (Bohemia); Vladimir J. Fewkes, 1929",,one sherd,,,,,,,,,,,,http://www.penn.museum/collections/object/64358
173676,European,29-29-1326,Sherd,,Roman,Bohemia|Kladno|Velke Cicovice|Old Brickyard,Ceramic,Roman Period,200-299 AD,200,299,"University Museum / Harvard Peabody Museum Expedition to Central Europe (Bohemia); Vladimir J. Fewkes, 1929",,one sherd,,,,,,,,,,,,http://www.penn.museum/collections/object/173676
164842,European,29-29-1327,Sherd,,Roman,Bohemia|Kladno|Velke Cicovice|Old Brickyard,Ceramic,Roman Period,200-299 AD,200,299,"University Museum / Harvard Peabody Museum Expedition to Central Europe (Bohemia); Vladimir J. Fewkes, 1929",,one sherd,,,,,,,,,,,,http://www.penn.museum/collections/object/164842
320144,European,29-29-1315,Sherd,,Roman,Bohemia|Kladno|Velke Cicovice|Old Brickyard,Ceramic,Roman Period,200-299 AD,200,299,"University Museum / Harvard Peabody Museum Expedition to Central Europe (Bohemia); Vladimir J. Fewkes, 1929",,one sherd<br />2 joining sherds (recent break),,,,,,,,,,,,http://www.penn.museum/collections/object/320144
278402,European,29-29-1328,Sherd,,Roman,Bohemia|Kladno|Velke Cicovice|Old Brickyard,Ceramic,Roman Period,200-299 AD,200,299,"University Museum / Harvard Peabody Museum Expedition to Central Europe (Bohemia); Vladimir J. Fewkes, 1929",,one sherd,,,,,,,,,,,,http://www.penn.museum/collections/object/278402
20472,European,29-29-1329,Sherd,,Roman,Bohemia|Kladno|Velke Cicovice|Old Brickyard,Ceramic,Roman Period,200-299 AD,200,299,"University Museum / Harvard Peabody Museum Expedition to Central Europe (Bohemia); Vladimir J. Fewkes, 1929",,one sherd,,,,,,,,,,,,http://www.penn.museum/collections/object/20472
141458,European,29-29-1320,Sherd,,Roman,Bohemia|Kladno|Velke Cicovice|Old Brickyard,Ceramic,Roman Period,200-299 AD,200,299,"University Museum / Harvard Peabody Museum Expedition to Central Europe (Bohemia); Vladimir J. Fewkes, 1929",,one sherd,,,,,,,,,,,,http://www.penn.museum/collections/object/141458
229569,European,29-29-1252,Sherd,,Iron Age|Hallstatt Culture,Bohemia|Unhost|Makotrasy|U Konicka Brickyard,Ceramic,Iron Age|Hallstatt I|Bylany Phase,,,,"University Museum / Harvard Peabody Museum Expedition to Central Europe (Bohemia); Vladimir J. Fewkes, 1929",,"Potsherd may be incised, have pinched decoration, or have handles. One sherd plus - glued together.",,,,,,,,,,cm,,http://www.penn.museum/collections/object/229569
193632,European,29-29-1265,Sherd,,Iron Age|Hallstatt Culture,Bohemia|Unhost|Makotrasy|U Konicka Brickyard,Ceramic,Iron Age|Hallstatt I|Bylany Phase,,,,"University Museum / Harvard Peabody Museum Expedition to Central Europe (Bohemia); Vladimir J. Fewkes, 1929",,"potsherds, broken into 31 pieces.",,,,,,,,,,,,http://www.penn.museum/collections/object/193632
296063,European,29-29-1308,Sherd,,Roman,Bohemia|Kladno|Velke Cicovice|Old Brickyard,Ceramic,Roman Period,200-299 AD,200,299,"University Museum / Harvard Peabody Museum Expedition to Central Europe (Bohemia); Vladimir J. Fewkes, 1929",,one sherd,,,,,,,,,,,,http://www.penn.museum/collections/object/296063
231099,European,29-29-1366,Sherd,,Slavic,Bohemia|Budec,Ceramic,,,,,"University Museum / Harvard Peabody Museum Expedition to Central Europe (Bohemia); Vladimir J. Fewkes, 1929",,one sherd,,,,,,,,,,cm,,http://www.penn.museum/collections/object/231099
25081,European,29-29-1331,Sherd,,Roman,Moravia|Cejc Na Spidlaku,Ceramic,Roman Period,,,,"University Museum / Harvard Peabody Museum Expedition to Central Europe (Bohemia); Vladimir J. Fewkes, 1929",,one sherd,,,,,,,,,,,,http://www.penn.museum/collections/object/25081
133661,European,29-29-1332,Sherd,,Roman,Moravia|Cejc Na Spidlaku,Ceramic,Roman Period,,,,"University Museum / Harvard Peabody Museum Expedition to Central Europe (Bohemia); Vladimir J. Fewkes, 1929",,one sherd,,,,,,,,,,,,http://www.penn.museum/collections/object/133661
230759,European,29-29-1333,Sherd,,Roman,Moravia|Cejc Na Spidlaku,Ceramic,Roman Period,,,,"University Museum / Harvard Peabody Museum Expedition to Central Europe (Bohemia); Vladimir J. Fewkes, 1929",,one sherd,,,,,,,,,,,,http://www.penn.museum/collections/object/230759
324858,European,29-29-1334,Sherd,,Roman,Moravia|Cejc Na Spidlaku,Ceramic,Roman Period,,,,"University Museum / Harvard Peabody Museum Expedition to Central Europe (Bohemia); Vladimir J. Fewkes, 1929",,one sherd,,,,,,,,,,,,http://www.penn.museum/collections/object/324858
250401,European,29-29-1335,Sherd,,Roman,Moravia|Cejc Na Spidlaku,Ceramic,Roman Period,,,,"University Museum / Harvard Peabody Museum Expedition to Central Europe (Bohemia); Vladimir J. Fewkes, 1929",,one sherd,,,,,,,,,,,,http://www.penn.museum/collections/object/250401
113528,European,29-29-1336,Sherd,,Roman,Moravia|Cejc Na Spidlaku,Ceramic,Roman Period,,,,"University Museum / Harvard Peabody Museum Expedition to Central Europe (Bohemia); Vladimir J. Fewkes, 1929",,one sherd,,,,,,,,,,,,http://www.penn.museum/collections/object/113528
15697,European,29-29-1337,Sherd,,Roman,Moravia|Cejc Na Spidlaku,Ceramic,Roman Period,,,,"University Museum / Harvard Peabody Museum Expedition to Central Europe (Bohemia); Vladimir J. Fewkes, 1929",,one sherd,,,,,,,,,,,,http://www.penn.museum/collections/object/15697
37482,European,29-29-1338,Sherd,,Roman,Moravia|Cejc Na Spidlaku,Ceramic,Roman Period,,,,"University Museum / Harvard Peabody Museum Expedition to Central Europe (Bohemia); Vladimir J. Fewkes, 1929",,one sherd,,,,,,,,,,,,http://www.penn.museum/collections/object/37482
233610,European,29-29-1340,Sherd,,Roman,Moravia|Cejc Na Spidlaku,Ceramic,Roman Period,,,,"University Museum / Harvard Peabody Museum Expedition to Central Europe (Bohemia); Vladimir J. Fewkes, 1929",,one sherd,,,,,,,,,,,,http://www.penn.museum/collections/object/233610
190149,European,29-29-1341,Sherd,,Roman,Moravia|Cejc Na Spidlaku,Ceramic,Roman Period,,,,"University Museum / Harvard Peabody Museum Expedition to Central Europe (Bohemia); Vladimir J. Fewkes, 1929",,one sherd,,,,,,,,,,,,http://www.penn.museum/collections/object/190149
279736,European,29-29-1342,Sherd,,Roman,Moravia|Cejc Na Spidlaku,Ceramic,Roman Period,,,,"University Museum / Harvard Peabody Museum Expedition to Central Europe (Bohemia); Vladimir J. Fewkes, 1929",,one sherd,,,,,,,,,,,,http://www.penn.museum/collections/object/279736
153696,European,29-29-1343,Sherd,,Roman,Moravia|Cejc Na Spidlaku,Ceramic,Roman Period,,,,"University Museum / Harvard Peabody Museum Expedition to Central Europe (Bohemia); Vladimir J. Fewkes, 1929",,one sherd,,,,,,,,,,,,http://www.penn.museum/collections/object/153696
148115,European,29-29-1345,Sherd,,Roman,Moravia|Cejc Na Spidlaku,Ceramic,Roman Period,,,,"University Museum / Harvard Peabody Museum Expedition to Central Europe (Bohemia); Vladimir J. Fewkes, 1929",,one sherd,,,,,,,,,,,,http://www.penn.museum/collections/object/148115
178073,European,29-29-1346,Sherd,,Roman,Moravia|Cejc Na Spidlaku,Ceramic,Roman Period,,,,"University Museum / Harvard Peabody Museum Expedition to Central Europe (Bohemia); Vladimir J. Fewkes, 1929",,one sherd,,,,,,,,,,,,http://www.penn.museum/collections/object/178073
25730,European,29-29-1365,Sherd,,Slavic,Bohemia|Budec,Ceramic,,,,,"University Museum / Harvard Peabody Museum Expedition to Central Europe (Bohemia); Vladimir J. Fewkes, 1929",,one sherd,,,,,,,,,,,,http://www.penn.museum/collections/object/25730
185965,European,29-29-1347,Sherd,,Roman,Moravia|Cejc Na Spidlaku,Ceramic,Roman Period,,,,"University Museum / Harvard Peabody Museum Expedition to Central Europe (Bohemia); Vladimir J. Fewkes, 1929",,one sherd,,,,,,,,,,,,http://www.penn.museum/collections/object/185965
45072,European,29-29-1349,Sherd,,Roman,Moravia|Cejc Na Spidlaku,Ceramic,Roman Period,,,,"University Museum / Harvard Peabody Museum Expedition to Central Europe (Bohemia); Vladimir J. Fewkes, 1929",,one sherd,,,,,,,,,,,,http://www.penn.museum/collections/object/45072
13327,European,29-29-1351,Sherd,,Roman,Moravia|Cejc Na Spidlaku,Ceramic,Roman Period,,,,"University Museum / Harvard Peabody Museum Expedition to Central Europe (Bohemia); Vladimir J. Fewkes, 1929",,one sherd,,,,,,,,,,,,http://www.penn.museum/collections/object/13327
6980,European,29-29-1352,Sherd,,Roman,Moravia|Cejc Na Spidlaku,Ceramic,Roman Period,,,,"University Museum / Harvard Peabody Museum Expedition to Central Europe (Bohemia); Vladimir J. Fewkes, 1929",,one sherd,,,,,,,,,,,,http://www.penn.museum/collections/object/6980
203243,European,29-29-1353,Sherd,,Roman,Moravia|Cejc Na Spidlaku,Ceramic,Roman Period,,,,"University Museum / Harvard Peabody Museum Expedition to Central Europe (Bohemia); Vladimir J. Fewkes, 1929",,one sherd,,,,,,,,,,,,http://www.penn.museum/collections/object/203243
306984,European,29-29-1354,Sherd,,Roman,Moravia|Cejc Na Spidlaku,Ceramic,Roman Period,,,,"University Museum / Harvard Peabody Museum Expedition to Central Europe (Bohemia); Vladimir J. Fewkes, 1929",,one sherd,,,,,,,,,,,,http://www.penn.museum/collections/object/306984
306161,European,29-29-1355,Sherd,,Roman,Moravia|Cejc Na Spidlaku,Ceramic,Roman Period,,,,"University Museum / Harvard Peabody Museum Expedition to Central Europe (Bohemia); Vladimir J. Fewkes, 1929",,one sherd,,,,,,,,,,,,http://www.penn.museum/collections/object/306161
134145,European,29-29-1356,Sherd,,Roman,Moravia|Cejc Na Spidlaku,Ceramic,Roman Period,,,,"University Museum / Harvard Peabody Museum Expedition to Central Europe (Bohemia); Vladimir J. Fewkes, 1929",,one sherd,,,,,,,,,,,,http://www.penn.museum/collections/object/134145
116309,European,29-29-1357,Sherd,,Roman,Moravia|Cejc Na Spidlaku,Ceramic,Roman Period,,,,"University Museum / Harvard Peabody Museum Expedition to Central Europe (Bohemia); Vladimir J. Fewkes, 1929",,one sherd,,,,,,,,,,,,http://www.penn.museum/collections/object/116309
78304,European,29-29-1358,Sherd,,Roman,Moravia|Cejc Na Spidlaku,Ceramic,Roman Period,,,,"University Museum / Harvard Peabody Museum Expedition to Central Europe (Bohemia); Vladimir J. Fewkes, 1929",,one sherd,,,,,,,,,,,,http://www.penn.museum/collections/object/78304
170236,European,29-29-1359,Sherd,,Roman,Moravia|Cejc Na Spidlaku,Ceramic,Roman Period,,,,"University Museum / Harvard Peabody Museum Expedition to Central Europe (Bohemia); Vladimir J. Fewkes, 1929",,one sherd,,,,,,,,,,,,http://www.penn.museum/collections/object/170236
63404,European,29-29-1364,Sherd,,Slavic,Bohemia|Budec,Ceramic,,,,,"University Museum / Harvard Peabody Museum Expedition to Central Europe (Bohemia); Vladimir J. Fewkes, 1929",,one sherd,,,,,,,,,,,,http://www.penn.museum/collections/object/63404
298946,European,29-29-1367,Sherd,,Slavic,Bohemia|Budec,Ceramic,,,,,"University Museum / Harvard Peabody Museum Expedition to Central Europe (Bohemia); Vladimir J. Fewkes, 1929",,one sherd,,,,,,,,,,,,http://www.penn.museum/collections/object/298946
235901,European,29-29-1368,Sherd,,Slavic,Bohemia|Budec,Ceramic,,,,,"University Museum / Harvard Peabody Museum Expedition to Central Europe (Bohemia); Vladimir J. Fewkes, 1929",,one sherd,,,,,,,,,,,,http://www.penn.museum/collections/object/235901
77236,European,29-29-1369,Sherd,,Slavic,Bohemia|Budec,Ceramic,,,,,"University Museum / Harvard Peabody Museum Expedition to Central Europe (Bohemia); Vladimir J. Fewkes, 1929",,one sherd,,,,,,,,,,,,http://www.penn.museum/collections/object/77236
77237,European,29-29-1370,Sherd,,Slavic,Bohemia|Budec,Ceramic,,,,,"University Museum / Harvard Peabody Museum Expedition to Central Europe (Bohemia); Vladimir J. Fewkes, 1929",,one sherd,,,,,,,,,,,,http://www.penn.museum/collections/object/77237
86412,European,29-29-1371,Sherd,,Slavic,Bohemia|Budec,Ceramic,,,,,"University Museum / Harvard Peabody Museum Expedition to Central Europe (Bohemia); Vladimir J. Fewkes, 1929",,one sherd,,,,,,,,,,,,http://www.penn.museum/collections/object/86412
19799,European,29-29-1372,Sherd,,Slavic,Bohemia|Budec,Ceramic,,,,,"University Museum / Harvard Peabody Museum Expedition to Central Europe (Bohemia); Vladimir J. Fewkes, 1929",,one sherd,,,,,,,,,,,,http://www.penn.museum/collections/object/19799
180843,European,29-29-1373,Sherd,,Slavic,Bohemia|Budec,Ceramic,,,,,"University Museum / Harvard Peabody Museum Expedition to Central Europe (Bohemia); Vladimir J. Fewkes, 1929",,one sherd,,,,,,,,,,,,http://www.penn.museum/collections/object/180843
291285,European,29-29-1374,Sherd,,Slavic,Bohemia|Budec,Ceramic,,,,,"University Museum / Harvard Peabody Museum Expedition to Central Europe (Bohemia); Vladimir J. Fewkes, 1929",,one sherd,,,,,,,,,,,,http://www.penn.museum/collections/object/291285
302530,European,29-29-1375,Sherd,,Slavic,Bohemia|Budec,Ceramic,,,,,"University Museum / Harvard Peabody Museum Expedition to Central Europe (Bohemia); Vladimir J. Fewkes, 1929",,one sherd,,,,,,,,,,,,http://www.penn.museum/collections/object/302530
323541,European,29-29-1376,Sherd,,Slavic,Bohemia|Budec,Ceramic,,,,,"University Museum / Harvard Peabody Museum Expedition to Central Europe (Bohemia); Vladimir J. Fewkes, 1929",,one sherd,,,,,,,,,,,,http://www.penn.museum/collections/object/323541
129907,European,29-29-1377,Sherd,,Slavic,Bohemia|Budec,Ceramic,,,,,"University Museum / Harvard Peabody Museum Expedition to Central Europe (Bohemia); Vladimir J. Fewkes, 1929",,one sherd,,,,,,,,,,,,http://www.penn.museum/collections/object/129907
159198,European,29-29-1378,Sherd,,Slavic,Bohemia|Budec,Ceramic,,,,,"University Museum / Harvard Peabody Museum Expedition to Central Europe (Bohemia); Vladimir J. Fewkes, 1929",,one sherd,,,,,,,,,,,,http://www.penn.museum/collections/object/159198
217628,European,29-29-1379,Sherd,,Slavic,Bohemia|Budec,Ceramic,,,,,"University Museum / Harvard Peabody Museum Expedition to Central Europe (Bohemia); Vladimir J. Fewkes, 1929",,one sherd,,,,,,,,,,,,http://www.penn.museum/collections/object/217628
217629,European,29-29-1380,Sherd,,Slavic,Bohemia|Budec,Ceramic,,,,,"University Museum / Harvard Peabody Museum Expedition to Central Europe (Bohemia); Vladimir J. Fewkes, 1929",,one sherd,,,,,,,,,,,,http://www.penn.museum/collections/object/217629
240147,European,29-29-1381,Sherd,,Slavic,Bohemia|Budec,Ceramic,,,,,"University Museum / Harvard Peabody Museum Expedition to Central Europe (Bohemia); Vladimir J. Fewkes, 1929",,one sherd,,,,,,,,,,,,http://www.penn.museum/collections/object/240147
276621,European,29-29-1382,Sherd,,Slavic,Bohemia|Budec,Ceramic,,,,,"University Museum / Harvard Peabody Museum Expedition to Central Europe (Bohemia); Vladimir J. Fewkes, 1929",,one sherd,,,,,,,,,,,,http://www.penn.museum/collections/object/276621
28648,European,29-29-1383,Sherd,,Slavic,Bohemia|Budec,Ceramic,,,,,"University Museum / Harvard Peabody Museum Expedition to Central Europe (Bohemia); Vladimir J. Fewkes, 1929",,one sherd,,,,,,,,,,,,http://www.penn.museum/collections/object/28648
9739,European,29-29-1384,Sherd,,Slavic,Bohemia|Budec,Ceramic,,,,,"University Museum / Harvard Peabody Museum Expedition to Central Europe (Bohemia); Vladimir J. Fewkes, 1929",,one sherd,,,,,,,,,,,,http://www.penn.museum/collections/object/9739
320988,European,29-29-1386,Sherd,,Slavic,Bohemia|Budec,Ceramic,,,,,"University Museum / Harvard Peabody Museum Expedition to Central Europe (Bohemia); Vladimir J. Fewkes, 1929",,one sherd,,,,,,,,,,,,http://www.penn.museum/collections/object/320988
123517,European,29-29-1344,Sherd,,Roman,Moravia|Cejc Na Spidlaku,Ceramic,Roman Period,,,,"University Museum / Harvard Peabody Museum Expedition to Central Europe (Bohemia); Vladimir J. Fewkes, 1929",,one sherd,,,,,,,,,,cm,,http://www.penn.museum/collections/object/123517
248203,European,29-29-1387,Sherd,,Slavic,Bohemia|Budec,Ceramic,,,,,"University Museum / Harvard Peabody Museum Expedition to Central Europe (Bohemia); Vladimir J. Fewkes, 1929",,one sherd,,,,,,,,,,,,http://www.penn.museum/collections/object/248203
37420,European,29-29-1388,Sherd,,Slavic,Bohemia|Budec,Ceramic,,,,,"University Museum / Harvard Peabody Museum Expedition to Central Europe (Bohemia); Vladimir J. Fewkes, 1929",,one sherd,,,,,,,,,,,,http://www.penn.museum/collections/object/37420
150157,European,29-29-1389,Sherd,,Slavic,Bohemia|Budec,Ceramic,,,,,"University Museum / Harvard Peabody Museum Expedition to Central Europe (Bohemia); Vladimir J. Fewkes, 1929",,one sherd,,,,,,,,,,,,http://www.penn.museum/collections/object/150157
150158,European,29-29-1390,Sherd,,Slavic,Bohemia|Budec,Ceramic,,,,,"University Museum / Harvard Peabody Museum Expedition to Central Europe (Bohemia); Vladimir J. Fewkes, 1929",,one sherd,,,,,,,,,,,,http://www.penn.museum/collections/object/150158
151190,European,29-29-1391,Sherd,,Slavic,Bohemia|Budec,Ceramic,,,,,"University Museum / Harvard Peabody Museum Expedition to Central Europe (Bohemia); Vladimir J. Fewkes, 1929",,one sherd,,,,,,,,,,,,http://www.penn.museum/collections/object/151190
374618,European,29-29-1392,Sherd,,Slavic,Bohemia|Budec,Ceramic,,,,,"University Museum / Harvard Peabody Museum Expedition to Central Europe (Bohemia); Vladimir J. Fewkes, 1929",,one sherd,,,,,,,,,,,,http://www.penn.museum/collections/object/374618
177472,European,29-29-1393,Sherd,,Slavic,Bohemia|Budec,Ceramic,,,,,"University Museum / Harvard Peabody Museum Expedition to Central Europe (Bohemia); Vladimir J. Fewkes, 1929",,one sherd,,,,,,,,,,,,http://www.penn.museum/collections/object/177472
241068,European,29-29-1394,Sherd,,Slavic,Bohemia|Budec,Ceramic,,,,,"University Museum / Harvard Peabody Museum Expedition to Central Europe (Bohemia); Vladimir J. Fewkes, 1929",,one sherd,,,,,,,,,,,,http://www.penn.museum/collections/object/241068
52371,European,29-29-1395,Sherd,,Slavic,Bohemia|Budec,Ceramic,,,,,"University Museum / Harvard Peabody Museum Expedition to Central Europe (Bohemia); Vladimir J. Fewkes, 1929",,one sherd,,,,,,,,,,,,http://www.penn.museum/collections/object/52371
338378,European,29-29-1397,Sherd,,Slavic,Bohemia|Budec,Ceramic,,,,,"University Museum / Harvard Peabody Museum Expedition to Central Europe (Bohemia); Vladimir J. Fewkes, 1929",,one sherd,,,,,,,,,,,,http://www.penn.museum/collections/object/338378
197117,European,29-29-1398,Sherd,,Slavic,Bohemia|Budec,Ceramic,,,,,"University Museum / Harvard Peabody Museum Expedition to Central Europe (Bohemia); Vladimir J. Fewkes, 1929",,one sherd,,,,,,,,,,,,http://www.penn.museum/collections/object/197117
229956,European,29-29-1399,Sherd,,Slavic,Bohemia|Budec,Ceramic,,,,,"University Museum / Harvard Peabody Museum Expedition to Central Europe (Bohemia); Vladimir J. Fewkes, 1929",,one sherd,,,,,,,,,,,,http://www.penn.museum/collections/object/229956
150159,European,29-29-1400,Sherd,,Slavic,Bohemia|Budec,Ceramic,,,,,"University Museum / Harvard Peabody Museum Expedition to Central Europe (Bohemia); Vladimir J. Fewkes, 1929",,one sherd,,,,,,,,,,,,http://www.penn.museum/collections/object/150159
151191,European,29-29-1401,Sherd,,Slavic,Bohemia|Budec,Ceramic,,,,,"University Museum / Harvard Peabody Museum Expedition to Central Europe (Bohemia); Vladimir J. Fewkes, 1929",,one sherd,,,,,,,,,,,,http://www.penn.museum/collections/object/151191
173976,European,29-29-1402,Sherd,,Slavic,Bohemia|Budec,Ceramic,,,,,"University Museum / Harvard Peabody Museum Expedition to Central Europe (Bohemia); Vladimir J. Fewkes, 1929",,one sherd,,,,,,,,,,,,http://www.penn.museum/collections/object/173976
177473,European,29-29-1403,Sherd,,Slavic,Bohemia|Budec,Ceramic,,,,,"University Museum / Harvard Peabody Museum Expedition to Central Europe (Bohemia); Vladimir J. Fewkes, 1929",,one sherd,,,,,,,,,,,,http://www.penn.museum/collections/object/177473
241069,European,29-29-1404,Sherd,,Slavic,Bohemia|Budec,Ceramic,,,,,"University Museum / Harvard Peabody Museum Expedition to Central Europe (Bohemia); Vladimir J. Fewkes, 1929",,one sherd,,,,,,,,,,,,http://www.penn.museum/collections/object/241069
52372,European,29-29-1405,Sherd,,Slavic,Bohemia|Budec,Ceramic,,,,,"University Museum / Harvard Peabody Museum Expedition to Central Europe (Bohemia); Vladimir J. Fewkes, 1929",,one sherd,,,,,,,,,,,,http://www.penn.museum/collections/object/52372
58379,European,29-29-1406,Sherd,,Slavic,Bohemia|Budec,Ceramic,,,,,"University Museum / Harvard Peabody Museum Expedition to Central Europe (Bohemia); Vladimir J. Fewkes, 1929",,one sherd,,,,,,,,,,,,http://www.penn.museum/collections/object/58379
338379,European,29-29-1407,Sherd,,Slavic,Bohemia|Budec,Ceramic,,,,,"University Museum / Harvard Peabody Museum Expedition to Central Europe (Bohemia); Vladimir J. Fewkes, 1929",,one sherd,,,,,,,,,,,,http://www.penn.museum/collections/object/338379
197118,European,29-29-1408,Sherd,,Slavic,Bohemia|Budec,Ceramic,,,,,"University Museum / Harvard Peabody Museum Expedition to Central Europe (Bohemia); Vladimir J. Fewkes, 1929",,one sherd,,,,,,,,,,,,http://www.penn.museum/collections/object/197118
229957,European,29-29-1409,Sherd,,Slavic,Bohemia|Budec,Ceramic,,,,,"University Museum / Harvard Peabody Museum Expedition to Central Europe (Bohemia); Vladimir J. Fewkes, 1929",,one sherd,,,,,,,,,,,,http://www.penn.museum/collections/object/229957
229958,European,29-29-1410,Sherd,,Slavic,Bohemia|Budec,Ceramic,,,,,"University Museum / Harvard Peabody Museum Expedition to Central Europe (Bohemia); Vladimir J. Fewkes, 1929",,one sherd,,,,,,,,,,,,http://www.penn.museum/collections/object/229958
320574,European,29-29-1411,Sherd,,Slavic,Bohemia|Budec,Ceramic,,,,,"University Museum / Harvard Peabody Museum Expedition to Central Europe (Bohemia); Vladimir J. Fewkes, 1929",,one sherd,,,,,,,,,,,,http://www.penn.museum/collections/object/320574
129649,European,29-29-1412,Sherd,,Slavic,Bohemia|Budec,Ceramic,,,,,"University Museum / Harvard Peabody Museum Expedition to Central Europe (Bohemia); Vladimir J. Fewkes, 1929",,one sherd,,,,,,,,,,,,http://www.penn.museum/collections/object/129649
158329,European,29-29-1413,Sherd,,Slavic,Bohemia|Budec,Ceramic,,,,,"University Museum / Harvard Peabody Museum Expedition to Central Europe (Bohemia); Vladimir J. Fewkes, 1929",,one sherd,,,,,,,,,,,,http://www.penn.museum/collections/object/158329
81359,European,29-29-1414,Sherd,,Slavic,Bohemia|Budec,Ceramic,,,,,"University Museum / Harvard Peabody Museum Expedition to Central Europe (Bohemia); Vladimir J. Fewkes, 1929",,one sherd,,,,,,,,,,,,http://www.penn.museum/collections/object/81359
176790,European,29-29-1415,Sherd,,Slavic,Bohemia|Budec,Ceramic,,,,,"University Museum / Harvard Peabody Museum Expedition to Central Europe (Bohemia); Vladimir J. Fewkes, 1929",,one sherd,,,,,,,,,,,,http://www.penn.museum/collections/object/176790
221889,European,29-29-1416,Sherd,,Slavic,Bohemia|Budec,Ceramic,,,,,"University Museum / Harvard Peabody Museum Expedition to Central Europe (Bohemia); Vladimir J. Fewkes, 1929",,one sherd,,,,,,,,,,,,http://www.penn.museum/collections/object/221889
270758,European,29-29-1417,Sherd,,Slavic,Bohemia|Budec,Ceramic,,,,,"University Museum / Harvard Peabody Museum Expedition to Central Europe (Bohemia); Vladimir J. Fewkes, 1929",,one sherd,,,,,,,,,,,,http://www.penn.museum/collections/object/270758
344358,European,29-29-1418,Sherd,,Slavic,Bohemia|Budec,Ceramic,,,,,"University Museum / Harvard Peabody Museum Expedition to Central Europe (Bohemia); Vladimir J. Fewkes, 1929",,one sherd,,,,,,,,,,,,http://www.penn.museum/collections/object/344358
48919,European,29-29-1420,Sherd,,Slavic,Bohemia|Budec,Ceramic,,,,,"University Museum / Harvard Peabody Museum Expedition to Central Europe (Bohemia); Vladimir J. Fewkes, 1929",,one sherd,,,,,,,,,,,,http://www.penn.museum/collections/object/48919
325244,European,29-29-1421,Sherd,,Slavic,Bohemia|Budec,Ceramic,,,,,"University Museum / Harvard Peabody Museum Expedition to Central Europe (Bohemia); Vladimir J. Fewkes, 1929",,one sherd,,,,,,,,,,,,http://www.penn.museum/collections/object/325244
207371,European,29-29-1422,Sherd,,Slavic,Bohemia|Budec,Ceramic,,,,,"University Museum / Harvard Peabody Museum Expedition to Central Europe (Bohemia); Vladimir J. Fewkes, 1929",,one sherd,,,,,,,,,,,,http://www.penn.museum/collections/object/207371
298491,European,29-29-1423,Sherd,,Slavic,Bohemia|Budec,Ceramic,,,,,"University Museum / Harvard Peabody Museum Expedition to Central Europe (Bohemia); Vladimir J. Fewkes, 1929",,one sherd,,,,,,,,,,,,http://www.penn.museum/collections/object/298491
304892,European,29-29-1424,Sherd,,Slavic,Bohemia|Budec,Ceramic,,,,,"University Museum / Harvard Peabody Museum Expedition to Central Europe (Bohemia); Vladimir J. Fewkes, 1929",,one sherd,,,,,,,,,,,,http://www.penn.museum/collections/object/304892
103193,European,29-29-1425,Sherd,,Slavic,Bohemia|Budec,Ceramic,,,,,"University Museum / Harvard Peabody Museum Expedition to Central Europe (Bohemia); Vladimir J. Fewkes, 1929",,one sherd,,,,,,,,,,,,http://www.penn.museum/collections/object/103193
93512,European,29-29-1426,Sherd,,Slavic,Bohemia|Budec,Ceramic,,,,,"University Museum / Harvard Peabody Museum Expedition to Central Europe (Bohemia); Vladimir J. Fewkes, 1929",,one sherd,,,,,,,,,,,,http://www.penn.museum/collections/object/93512
116566,European,29-29-1427,Sherd,,Slavic,Bohemia|Budec,Ceramic,,,,,"University Museum / Harvard Peabody Museum Expedition to Central Europe (Bohemia); Vladimir J. Fewkes, 1929",,one sherd,,,,,,,,,,,,http://www.penn.museum/collections/object/116566
322380,European,29-29-1428,Sherd,,Slavic,Bohemia|Budec,Ceramic,,,,,"University Museum / Harvard Peabody Museum Expedition to Central Europe (Bohemia); Vladimir J. Fewkes, 1929",,one sherd,,,,,,,,,,,,http://www.penn.museum/collections/object/322380
294322,European,29-29-1430,Sherd,,Slavic,Bohemia|Budec,Ceramic,,,,,"University Museum / Harvard Peabody Museum Expedition to Central Europe (Bohemia); Vladimir J. Fewkes, 1929",,one sherd,,,,,,,,,,,,http://www.penn.museum/collections/object/294322
